AREA_NAME,YEAR,RAPE_CASES_REPORTED,VICTIMS_BETWEEN_10-14_YRS,VICTIMS_BETWEEN_14-18_YRS,VICTIMS_BETWEEN_18-30_YRS,VICTIMS_BETWEEN_30-50_YRS,VICTIMS_ABOVE_50_YRS,VICTIMS_OF_RAPE_TOTAL
MIZORAM,2013,3,1,0,0,0,0,1
MIZORAM,2013,80,2,3,42,30,0,77
NAGALAND,2013,22,0,0,17,5,0,22
NAGALAND,2013,0,0,0,0,0,0,0
NAGALAND,2013,22,0,0,17,5,0,22
ODISHA,2013,1023,24,57,747,182,7,1017
ODISHA,2013,6,1,0,5,0,0,6
ODISHA,2013,1017,23,57,742,182,7,1011
PUDUCHERRY,2013,1,0,1,0,0,0,1
PUDUCHERRY,2013,0,0,0,0,0,0,0
PUDUCHERRY,2013,1,0,1,0,0,0,1
PUNJAB,2013,511,48,131,258,43,1,481
PUNJAB,2013,8,2,3,3,0,0,8
PUNJAB,2013,503,46,128,255,43,1,473
RAJASTHAN,2013,1519,55,288,856,289,4,1492
RAJASTHAN,2013,36,3,7,20,4,0,34
RAJASTHAN,2013,1483,52,281,836,285,4,1458
SIKKIM,2013,18,5,5,2,2,0,14
SIKKIM,2013,0,0,0,0,0,0,0
SIKKIM,2013,18,5,5,2,2,0,14
TAMIL NADU,2013,596,34,120,390,22,2,568
TAMIL NADU,2013,4,0,3,0,0,0,3
TAMIL NADU,2013,592,34,117,390,22,2,565
TRIPURA,2013,190,22,51,79,28,0,180
TRIPURA,2013,0,0,0,0,0,0,0
TRIPURA,2013,190,22,51,79,28,0,180
UTTAR PRADESH,2013,1759,416,166,911,223,0,1716
UTTAR PRADESH,2013,2,0,1,0,0,0,1
UTTAR PRADESH,2013,1757,416,165,911,223,0,1715
UTTARAKHAND,2013,111,3,3,89,15,0,110
UTTARAKHAND,2013,6,3,1,2,0,0,6
UTTARAKHAND,2013,105,0,2,87,15,0,104
WEST BENGAL,2013,2336,18,85,1835,392,0,2330
WEST BENGAL,2013,3,0,1,1,1,0,3
WEST BENGAL,2013,2333,18,84,1834,391,0,2327
ANDAMAN & NICOBAR ISLANDS,2014,24,1,12,8,1,0,22
ANDAMAN & NICOBAR ISLANDS,2014,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2014,24,1,12,8,1,0,22
ANDHRA PRADESH,2014,1362,133,283,749,152,15,1332
ANDHRA PRADESH,2014,0,0,0,0,0,0,0
ANDHRA PRADESH,2014,1362,133,283,749,152,15,1332
ARUNACHAL PRADESH,2014,47,10,0,34,1,0,45
ARUNACHAL PRADESH,2014,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2014,47,10,0,34,1,0,45
ASSAM,2014,1721,9,29,1116,556,10,1720
ASSAM,2014,13,0,0,10,3,0,13
ASSAM,2014,1708,9,29,1106,553,10,1707
BIHAR,2014,795,17,89,616,65,0,787
BIHAR,2014,2,1,0,0,0,0,1
BIHAR,2014,793,16,89,616,65,0,786
CHANDIGARH,2014,31,8,4,15,0,0,27
CHANDIGARH,2014,0,0,0,0,0,0,0
CHANDIGARH,2014,31,8,4,15,0,0,27
CHHATTISGARH,2014,1012,87,271,424,190,16,988
CHHATTISGARH,2014,21,2,3,13,3,0,21
CHHATTISGARH,2014,991,85,268,411,187,16,967
DADRA & NAGAR HAVELI,2014,3,1,1,0,0,0,2
DADRA & NAGAR HAVELI,2014,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2014,3,1,1,0,0,0,2
DAMAN & DIU,2014,1,0,0,0,0,0,0
DAMAN & DIU,2014,0,0,0,0,0,0,0
DAMAN & DIU,2014,1,0,0,0,0,0,0
DELHI,2014,507,79,174,168,34,1,456
DELHI,2014,21,11,3,1,0,0,15
DELHI,2014,486,68,171,167,34,1,441
GOA,2014,36,5,14,11,0,2,32
GOA,2014,2,0,2,0,0,0,2
GOA,2014,34,5,12,11,0,2,30
GUJARAT,2014,408,28,53,261,42,2,386
GUJARAT,2014,4,0,2,1,0,0,3
GUJARAT,2014,404,28,51,260,42,2,383
HARYANA,2014,720,23,80,481,127,5,716
HARYANA,2014,15,1,1,11,2,0,15
HARYANA,2014,705,22,79,470,125,5,701
HIMACHAL PRADESH,2014,160,16,48,67,20,1,152
HIMACHAL PRADESH,2014,7,3,2,1,0,1,7
HIMACHAL PRADESH,2014,153,13,46,66,20,0,145
JAMMU & KASHMIR,2014,245,1,7,187,50,0,245
JAMMU & KASHMIR,2014,0,0,0,0,0,0,0
JAMMU & KASHMIR,2014,245,1,7,187,50,0,245
JHARKHAND,2014,773,0,0,604,169,0,773
JHARKHAND,2014,11,0,0,10,1,0,11
JHARKHAND,2014,762,0,0,594,168,0,762
KARNATAKA,2014,586,47,69,369,88,3,576
KARNATAKA,2014,2,0,0,2,0,0,2
KARNATAKA,2014,584,47,69,367,88,3,574
KERALA,2014,634,48,133,328,86,12,607
KERALA,2014,14,5,2,2,0,0,9
KERALA,2014,620,43,131,326,86,12,598
LAKSHADWEEP,2014,0,0,0,0,0,0,0
LAKSHADWEEP,2014,0,0,0,0,0,0,0
LAKSHADWEEP,2014,0,0,0,0,0,0,0
MADHYA PRADESH,2014,3135,304,826,1364,577,12,3083
MADHYA PRADESH,2014,21,1,10,4,4,0,19
MADHYA PRADESH,2014,3114,303,816,1360,573,12,3064
MAHARASHTRA,2014,1599,134,515,675,168,11,1503
MAHARASHTRA,2014,44,8,13,18,1,0,40
MAHARASHTRA,2014,1555,126,502,657,167,11,1463
MANIPUR,2014,34,2,8,20,3,0,33
MANIPUR,2014,0,0,0,0,0,0,0
MANIPUR,2014,34,2,8,20,3,0,33
MEGHALAYA,2014,149,34,26,41,17,0,118
MEGHALAYA,2014,8,4,1,1,0,0,6
MEGHALAYA,2014,141,30,25,40,17,0,112
MIZORAM,2014,92,17,15,29,17,4,82
MIZORAM,2014,3,0,1,0,0,0,1
MIZORAM,2014,89,17,14,29,17,4,81
NAGALAND,2014,16,1,2,6,6,0,15
NAGALAND,2014,1,0,1,0,0,0,1
NAGALAND,2014,15,1,1,6,6,0,14
ODISHA,2014,1025,17,44,787,159,5,1012
ODISHA,2014,37,12,21,2,0,0,35
ODISHA,2014,988,5,23,785,159,5,977
PUDUCHERRY,2014,3,0,3,0,0,0,3
PUDUCHERRY,2014,0,0,0,0,0,0,0
PUDUCHERRY,2014,3,0,3,0,0,0,3
PUNJAB,2014,546,39,83,346,55,1,524
PUNJAB,2014,17,4,7,5,0,0,16
PUNJAB,2014,529,35,76,341,55,1,508
RAJASTHAN,2014,1571,72,277,805,346,36,1536
RAJASTHAN,2014,24,2,6,10,4,0,22
RAJASTHAN,2014,1547,70,271,795,342,36,1514
SIKKIM,2014,18,7,2,1,2,0,12
SIKKIM,2014,2,1,0,0,0,0,1
SIKKIM,2014,16,6,2,1,2,0,11
TAMIL NADU,2014,686,50,139,411,66,0,666
TAMIL NADU,2014,0,0,0,0,0,0,0
TAMIL NADU,2014,686,50,139,411,66,0,666
TRIPURA,2014,238,27,61,93,38,0,219
TRIPURA,2014,0,0,0,0,0,0,0
TRIPURA,2014,238,27,61,93,38,0,219
UTTAR PRADESH,2014,1563,162,246,862,250,0,1520
UTTAR PRADESH,2014,4,1,2,1,0,0,4
UTTAR PRADESH,2014,1559,161,244,861,250,0,1516
UTTARAKHAND,2014,121,3,5,92,19,0,119
UTTARAKHAND,2014,11,2,2,5,1,0,10
UTTARAKHAND,2014,110,1,3,87,18,0,109
WEST BENGAL,2014,2311,22,51,1779,459,0,2311
WEST BENGAL,2014,4,1,0,2,1,0,4
WEST BENGAL,2014,2307,21,51,1777,458,0,2307
